,location_easting_osgr,location_northing_osgr,longitude,latitude,day_of_week,first_road_class,speed_limit,second_road_class,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,urban_or_rural_area,time_slot,vehicle_type,sex_of_driver,age_band_of_driver,engine_capacity_cc,driver_home_area_type
104018,556649.9835037317,187936.57581405118,0.25888155803461044,51.56854673654297,2,4,34,5,1,1,1,0,1,11,9,2,9,1527,1
