,precision,recall,f1-score,support
1,0.7727272727272727,0.0734341252699784,0.1341222879684418,463.0
2,0.6244541484716157,0.16399082568807338,0.259763851044505,6104.0
3,0.8091406277214617,0.9764997687812671,0.884977330742561,23787.0
accuracy,0.7993345193384727,0.7993345193384727,0.7993345193384727,0.7993345193384727
macro avg,0.73544068297345,0.4046415732464396,0.4262878232518359,30354.0
weighted avg,0.771445903708041,0.7993345193384727,0.7477977509546797,30354.0
time,12.5,12.5,12.5,12.5
