,precision,recall,f1-score,support
1,0.825,0.03559870550161812,0.06825232678386763,927.0
2,0.6441351888667992,0.10615989515072084,0.1822784810126582,12208.0
3,0.8001704884494075,0.9865887496846885,0.8836548146892974,47572.0
accuracy,0.7950154018482218,0.7950154018482218,0.7950154018482218,0.7950154018482218
macro avg,0.7564352257720689,0.3761157834456758,0.3780618741619411,60707.0
weighted avg,0.7691713947683315,0.7950154018482218,0.7301588358431554,60707.0
time,8.327,8.327,8.327,8.327
