,precision,recall,f1-score,support
1,0.0,0.0,0.0,618.0
2,0.0,0.0,0.0,8139.0
3,0.783628187388812,1.0,0.8786900688489617,31715.0
accuracy,0.783628187388812,0.783628187388812,0.783628187388812,0.783628187388812
macro avg,0.26120939579627067,0.3333333333333333,0.2928966896163206,40472.0
weighted avg,0.6140731360702751,0.783628187388812,0.6885663059286623,40472.0
time,0.951,0.951,0.951,0.951
