,precision,recall,f1-score,support
1,0.0,0.0,0.0,463.0
2,0.5037037037037037,0.011140235910878113,0.021798365122615806,6104.0
3,0.7853006386710348,0.9976457729011645,0.8788282783394439,23787.0
accuracy,0.7840482308756671,0.7840482308756671,0.7840482308756671,0.7840482308756671
macro avg,0.42966811412491285,0.33626200293734754,0.3002088811540199,30354.0
weighted avg,0.7166947914434774,0.7840482308756671,0.693079840468103,30354.0
time,2.258,2.258,2.258,2.258
