,precision,recall,f1-score,support
1,0.0,0.0,0.0,463.0
2,0.0,0.0,0.0,6104.0
3,0.7836528958292153,1.0,0.8787056020391201,23787.0
accuracy,0.7836528958292153,0.7836528958292153,0.7836528958292153,0.7836528958292153
macro avg,0.26121763194307174,0.3333333333333333,0.29290186734637336,30354.0
weighted avg,0.6141118611415148,0.7836528958292153,0.6886001896193104,30354.0
time,120.288,120.288,120.288,120.288
