,precision,recall,f1-score,support
1,0.65,0.028077753779697623,0.053830227743271224,463.0
2,0.6139088729016786,0.08387942332896461,0.14759296627270108,6104.0
3,0.796677966101695,0.9880186656577122,0.8820913168314973,23787.0
accuracy,0.7915595967582526,0.7915595967582526,0.7915595967582526,0.7915595967582526
macro avg,0.6868622796677912,0.36665861425545815,0.36117150361582323,30354.0
weighted avg,0.7576869124284399,0.7915595967582526,0.7217545303763764,30354.0
time,11.287,11.287,11.287,11.287
