Counts,latitude,longitude,Crime_level
0.0,51.2941,0.2999999999999996,3
0.0,51.2941,-0.51,3
0.0,51.2941,-0.5019,3
0.0,51.2941,-0.4938,3
0.0,51.2941,-0.4857,3
0.0,51.2941,-0.4776,3
0.0,51.2941,-0.46950000000000003,3
0.0,51.2941,-0.46140000000000003,3
0.0,51.2941,-0.45330000000000004,3
0.0,51.2941,-0.44520000000000004,3
0.0,51.2941,-0.43710000000000004,3
0.0,51.2941,-0.42900000000000005,3
0.0,51.2941,-0.42090000000000005,3
0.0,51.2941,-0.41280000000000006,3
0.0,51.2941,-0.40470000000000006,3
0.0,51.2941,-0.39660000000000006,3
0.0,51.2941,-0.38850000000000007,3
0.0,51.2941,-0.38040000000000007,3
0.0,51.2941,-0.3723000000000001,3
0.0,51.2941,-0.3642000000000001,3
0.0,51.2941,-0.3561000000000001,3
0.0,51.2941,-0.3480000000000001,3
0.0,51.2941,-0.3399000000000001,3
0.0,51.2941,-0.3318000000000001,3
0.0,51.2941,-0.3237000000000001,3
0.0,51.2941,-0.3156000000000001,3
0.0,51.2941,-0.3075000000000001,3
0.0,51.2941,-0.2994000000000001,3
0.0,51.2941,-0.2913000000000001,3
0.0,51.2941,-0.2832000000000001,3
0.0,51.2941,-0.2751000000000001,3
0.0,51.2941,-0.2670000000000001,3
0.0,51.2941,-0.25890000000000013,3
1.0,51.2941,-0.25080000000000013,3
0.0,51.2941,-0.24270000000000014,3
0.0,51.2941,-0.23460000000000014,3
0.0,51.2941,-0.22650000000000015,3
0.0,51.2941,-0.21840000000000015,3
0.0,51.2941,-0.21030000000000015,3
0.0,51.2941,-0.20220000000000016,3
0.0,51.2941,-0.19410000000000016,3
0.0,51.2941,-0.18600000000000017,3
0.0,51.2941,-0.17790000000000017,3
0.0,51.2941,-0.16980000000000017,3
2.0,51.2941,-0.16170000000000018,3
0.0,51.2941,-0.15360000000000018,3
0.0,51.2941,-0.14550000000000018,3
0.0,51.2941,-0.1374000000000002,3
0.0,51.2941,-0.1293000000000002,3
0.0,51.2941,-0.1212000000000002,3
10.0,51.2941,-0.1131000000000002,3
0.0,51.2941,-0.1050000000000002,3
1.0,51.2941,-0.09690000000000021,3
0.0,51.2941,-0.08880000000000021,3
0.0,51.2941,-0.08070000000000022,3
0.0,51.2941,-0.07260000000000022,3
0.0,51.2941,-0.06450000000000022,3
0.0,51.2941,-0.05640000000000023,3
0.0,51.2941,-0.04830000000000023,3
0.0,51.2941,-0.040200000000000236,3
0.0,51.2941,-0.03210000000000024,3
0.0,51.2941,-0.024000000000000243,3
0.0,51.2941,-0.015900000000000247,3
0.0,51.2941,-0.007800000000000251,3
0.0,51.2941,0.0002999999999997449,3
0.0,51.2941,0.008399999999999741,3
2.0,51.2941,0.016499999999999737,3
0.0,51.2941,0.024599999999999733,3
0.0,51.2941,0.03269999999999973,3
0.0,51.2941,0.040799999999999725,3
0.0,51.2941,0.04889999999999972,3
0.0,51.2941,0.05699999999999972,3
2.0,51.2941,0.06509999999999971,3
0.0,51.2941,0.07319999999999971,3
0.0,51.2941,0.0812999999999997,3
0.0,51.2941,0.0893999999999997,3
0.0,51.2941,0.0974999999999997,3
0.0,51.2941,0.1055999999999997,3
0.0,51.2941,0.11369999999999969,3
0.0,51.2941,0.12179999999999969,3
0.0,51.2941,0.12989999999999968,3
0.0,51.2941,0.13799999999999968,3
0.0,51.2941,0.14609999999999967,3
0.0,51.2941,0.15419999999999967,3
0.0,51.2941,0.16229999999999967,3
0.0,51.2941,0.17039999999999966,3
0.0,51.2941,0.17849999999999966,3
0.0,51.2941,0.18659999999999966,3
0.0,51.2941,0.19469999999999965,3
0.0,51.2941,0.20279999999999965,3
0.0,51.2941,0.21089999999999964,3
0.0,51.2941,0.21899999999999964,3
0.0,51.2941,0.22709999999999964,3
0.0,51.2941,0.23519999999999963,3
0.0,51.2941,0.24329999999999963,3
0.0,51.2941,0.2513999999999996,3
0.0,51.2941,0.2594999999999996,3
0.0,51.2941,0.2675999999999996,3
0.0,51.2941,0.2756999999999996,3
0.0,51.2941,0.2837999999999996,3
0.0,51.2982,0.2918999999999996,3
0.0,51.2982,0.2999999999999996,3
0.0,51.2982,-0.51,3
0.0,51.2982,-0.5019,3
0.0,51.2982,-0.4938,3
0.0,51.2982,-0.4857,3
0.0,51.2982,-0.4776,3
0.0,51.2982,-0.46950000000000003,3
0.0,51.2982,-0.46140000000000003,3
0.0,51.2982,-0.45330000000000004,3
0.0,51.2982,-0.44520000000000004,3
0.0,51.2982,-0.43710000000000004,3
0.0,51.2982,-0.42900000000000005,3
0.0,51.2982,-0.42090000000000005,3
0.0,51.2982,-0.41280000000000006,3
0.0,51.2982,-0.40470000000000006,3
0.0,51.2982,-0.39660000000000006,3
0.0,51.2982,-0.38850000000000007,3
0.0,51.2982,-0.38040000000000007,3
0.0,51.2982,-0.3723000000000001,3
0.0,51.2982,-0.3642000000000001,3
0.0,51.2982,-0.3561000000000001,3
0.0,51.2982,-0.3480000000000001,3
0.0,51.2982,-0.3399000000000001,3
0.0,51.2982,-0.3318000000000001,3
0.0,51.2982,-0.3237000000000001,3
0.0,51.2982,-0.3156000000000001,3
0.0,51.2982,-0.3075000000000001,3
0.0,51.2982,-0.2994000000000001,3
0.0,51.2982,-0.2913000000000001,3
0.0,51.2982,-0.2832000000000001,3
0.0,51.2982,-0.2751000000000001,3
0.0,51.2982,-0.2670000000000001,3
0.0,51.2982,-0.25890000000000013,3
0.0,51.2982,-0.25080000000000013,3
0.0,51.2982,-0.24270000000000014,3
0.0,51.2982,-0.23460000000000014,3
0.0,51.2982,-0.22650000000000015,3
0.0,51.2982,-0.21840000000000015,3
0.0,51.2982,-0.21030000000000015,3
0.0,51.2982,-0.20220000000000016,3
0.0,51.2982,-0.19410000000000016,3
0.0,51.2982,-0.18600000000000017,3
0.0,51.2982,-0.17790000000000017,3
0.0,51.2982,-0.16980000000000017,3
0.0,51.2982,-0.16170000000000018,3
7.0,51.2982,-0.15360000000000018,3
0.0,51.2982,-0.14550000000000018,3
35.0,51.2982,-0.1374000000000002,3
7.0,51.2982,-0.1293000000000002,3
2.0,51.2982,-0.1212000000000002,3
1.0,51.2982,-0.1131000000000002,3
0.0,51.2982,-0.1050000000000002,3
0.0,51.2982,-0.09690000000000021,3
0.0,51.2982,-0.08880000000000021,3
0.0,51.2982,-0.08070000000000022,3
0.0,51.2982,-0.07260000000000022,3
0.0,51.2982,-0.06450000000000022,3
0.0,51.2982,-0.05640000000000023,3
0.0,51.2982,-0.04830000000000023,3
0.0,51.2982,-0.040200000000000236,3
0.0,51.2982,-0.03210000000000024,3
0.0,51.2982,-0.024000000000000243,3
0.0,51.2982,-0.015900000000000247,3
0.0,51.2982,-0.007800000000000251,3
0.0,51.2982,0.0002999999999997449,3
4.0,51.2982,0.008399999999999741,3
0.0,51.2982,0.016499999999999737,3
0.0,51.2982,0.024599999999999733,3
0.0,51.2982,0.03269999999999973,3
2.0,51.2982,0.040799999999999725,3
0.0,51.2982,0.04889999999999972,3
0.0,51.2982,0.05699999999999972,3
0.0,51.2982,0.06509999999999971,3
1.0,51.2982,0.07319999999999971,3
0.0,51.2982,0.0812999999999997,3
0.0,51.2982,0.0893999999999997,3
0.0,51.2982,0.0974999999999997,3
0.0,51.2982,0.1055999999999997,3
0.0,51.2982,0.11369999999999969,3
0.0,51.2982,0.12179999999999969,3
0.0,51.2982,0.12989999999999968,3
0.0,51.2982,0.13799999999999968,3
0.0,51.2982,0.14609999999999967,3
0.0,51.2982,0.15419999999999967,3
0.0,51.2982,0.16229999999999967,3
0.0,51.2982,0.17039999999999966,3
0.0,51.2982,0.17849999999999966,3
0.0,51.2982,0.18659999999999966,3
0.0,51.2982,0.19469999999999965,3
0.0,51.2982,0.20279999999999965,3
0.0,51.2982,0.21089999999999964,3
0.0,51.2982,0.21899999999999964,3
0.0,51.2982,0.22709999999999964,3
0.0,51.2982,0.23519999999999963,3
0.0,51.2982,0.24329999999999963,3
0.0,51.2982,0.2513999999999996,3
0.0,51.2982,0.2594999999999996,3
0.0,51.2982,0.2675999999999996,3
0.0,51.2982,0.2756999999999996,3
0.0,51.3023,0.2837999999999996,3
0.0,51.3023,0.2918999999999996,3
0.0,51.3023,0.2999999999999996,3
0.0,51.3023,-0.51,3
0.0,51.3023,-0.5019,3
0.0,51.3023,-0.4938,3
0.0,51.3023,-0.4857,3
0.0,51.3023,-0.4776,3
0.0,51.3023,-0.46950000000000003,3
0.0,51.3023,-0.46140000000000003,3
0.0,51.3023,-0.45330000000000004,3
0.0,51.3023,-0.44520000000000004,3
0.0,51.3023,-0.43710000000000004,3
0.0,51.3023,-0.42900000000000005,3
0.0,51.3023,-0.42090000000000005,3
0.0,51.3023,-0.41280000000000006,3
0.0,51.3023,-0.40470000000000006,3
0.0,51.3023,-0.39660000000000006,3
0.0,51.3023,-0.38850000000000007,3
0.0,51.3023,-0.38040000000000007,3
0.0,51.3023,-0.3723000000000001,3
0.0,51.3023,-0.3642000000000001,3
0.0,51.3023,-0.3561000000000001,3
0.0,51.3023,-0.3480000000000001,3
0.0,51.3023,-0.3399000000000001,3
0.0,51.3023,-0.3318000000000001,3
0.0,51.3023,-0.3237000000000001,3
0.0,51.3023,-0.3156000000000001,3
0.0,51.3023,-0.3075000000000001,3
0.0,51.3023,-0.2994000000000001,3
0.0,51.3023,-0.2913000000000001,3
0.0,51.3023,-0.2832000000000001,3
0.0,51.3023,-0.2751000000000001,3
0.0,51.3023,-0.2670000000000001,3
0.0,51.3023,-0.25890000000000013,3
0.0,51.3023,-0.25080000000000013,3
0.0,51.3023,-0.24270000000000014,3
0.0,51.3023,-0.23460000000000014,3
0.0,51.3023,-0.22650000000000015,3
0.0,51.3023,-0.21840000000000015,3
0.0,51.3023,-0.21030000000000015,3
0.0,51.3023,-0.20220000000000016,3
0.0,51.3023,-0.19410000000000016,3
0.0,51.3023,-0.18600000000000017,3
0.0,51.3023,-0.17790000000000017,3
8.0,51.3023,-0.16980000000000017,3
0.0,51.3023,-0.16170000000000018,3
1.0,51.3023,-0.15360000000000018,3
40.0,51.3023,-0.14550000000000018,3
15.0,51.3023,-0.1374000000000002,3
17.0,51.3023,-0.1293000000000002,3
0.0,51.3023,-0.1212000000000002,3
0.0,51.3023,-0.1131000000000002,3
0.0,51.3023,-0.1050000000000002,3
0.0,51.3023,-0.09690000000000021,3
0.0,51.3023,-0.08880000000000021,3
0.0,51.3023,-0.08070000000000022,3
0.0,51.3023,-0.07260000000000022,3
0.0,51.3023,-0.06450000000000022,3
0.0,51.3023,-0.05640000000000023,3
0.0,51.3023,-0.04830000000000023,3
0.0,51.3023,-0.040200000000000236,3
0.0,51.3023,-0.03210000000000024,3
0.0,51.3023,-0.024000000000000243,3
0.0,51.3023,-0.015900000000000247,3
10.0,51.3023,-0.007800000000000251,3
10.0,51.3023,0.0002999999999997449,3
0.0,51.3023,0.008399999999999741,3
2.0,51.3023,0.016499999999999737,3
0.0,51.3023,0.024599999999999733,3
0.0,51.3023,0.03269999999999973,3
0.0,51.3023,0.040799999999999725,3
0.0,51.3023,0.04889999999999972,3
0.0,51.3023,0.05699999999999972,3
0.0,51.3023,0.06509999999999971,3
0.0,51.3023,0.07319999999999971,3
0.0,51.3023,0.0812999999999997,3
0.0,51.3023,0.0893999999999997,3
0.0,51.3023,0.0974999999999997,3
0.0,51.3023,0.1055999999999997,3
0.0,51.3023,0.11369999999999969,3
0.0,51.3023,0.12179999999999969,3
0.0,51.3023,0.12989999999999968,3
0.0,51.3023,0.13799999999999968,3
0.0,51.3023,0.14609999999999967,3
0.0,51.3023,0.15419999999999967,3
0.0,51.3023,0.16229999999999967,3
0.0,51.3023,0.17039999999999966,3
0.0,51.3023,0.17849999999999966,3
0.0,51.3023,0.18659999999999966,3
0.0,51.3023,0.19469999999999965,3
0.0,51.3023,0.20279999999999965,3
0.0,51.3023,0.21089999999999964,3
0.0,51.3023,0.21899999999999964,3
0.0,51.3023,0.22709999999999964,3
0.0,51.3023,0.23519999999999963,3
0.0,51.3023,0.24329999999999963,3
0.0,51.3023,0.2513999999999996,3
0.0,51.3023,0.2594999999999996,3
0.0,51.3023,0.2675999999999996,3
0.0,51.306400000000004,0.2756999999999996,3
0.0,51.306400000000004,0.2837999999999996,3
0.0,51.306400000000004,0.2918999999999996,3
0.0,51.306400000000004,0.2999999999999996,3
0.0,51.306400000000004,-0.51,3
0.0,51.306400000000004,-0.5019,3
0.0,51.306400000000004,-0.4938,3
0.0,51.306400000000004,-0.4857,3
0.0,51.306400000000004,-0.4776,3
0.0,51.306400000000004,-0.46950000000000003,3
0.0,51.306400000000004,-0.46140000000000003,3
0.0,51.306400000000004,-0.45330000000000004,3
0.0,51.306400000000004,-0.44520000000000004,3
0.0,51.306400000000004,-0.43710000000000004,3
0.0,51.306400000000004,-0.42900000000000005,3
0.0,51.306400000000004,-0.42090000000000005,3
0.0,51.306400000000004,-0.41280000000000006,3
0.0,51.306400000000004,-0.40470000000000006,3
0.0,51.306400000000004,-0.39660000000000006,3
0.0,51.306400000000004,-0.38850000000000007,3
0.0,51.306400000000004,-0.38040000000000007,3
1.0,51.306400000000004,-0.3723000000000001,3
0.0,51.306400000000004,-0.3642000000000001,3
0.0,51.306400000000004,-0.3561000000000001,3
0.0,51.306400000000004,-0.3480000000000001,3
0.0,51.306400000000004,-0.3399000000000001,3
0.0,51.306400000000004,-0.3318000000000001,3
0.0,51.306400000000004,-0.3237000000000001,3
0.0,51.306400000000004,-0.3156000000000001,3
0.0,51.306400000000004,-0.3075000000000001,3
0.0,51.306400000000004,-0.2994000000000001,3
0.0,51.306400000000004,-0.2913000000000001,3
0.0,51.306400000000004,-0.2832000000000001,3
0.0,51.306400000000004,-0.2751000000000001,3
0.0,51.306400000000004,-0.2670000000000001,3
0.0,51.306400000000004,-0.25890000000000013,3
0.0,51.306400000000004,-0.25080000000000013,3
0.0,51.306400000000004,-0.24270000000000014,3
0.0,51.306400000000004,-0.23460000000000014,3
0.0,51.306400000000004,-0.22650000000000015,3
0.0,51.306400000000004,-0.21840000000000015,3
0.0,51.306400000000004,-0.21030000000000015,3
1.0,51.306400000000004,-0.20220000000000016,3
0.0,51.306400000000004,-0.19410000000000016,3
3.0,51.306400000000004,-0.18600000000000017,3
33.0,51.306400000000004,-0.17790000000000017,3
0.0,51.306400000000004,-0.16980000000000017,3
2.0,51.306400000000004,-0.16170000000000018,3
50.0,51.306400000000004,-0.15360000000000018,3
25.0,51.306400000000004,-0.14550000000000018,3
0.0,51.306400000000004,-0.1374000000000002,3
2.0,51.306400000000004,-0.1293000000000002,3
0.0,51.306400000000004,-0.1212000000000002,3
0.0,51.306400000000004,-0.1131000000000002,3
0.0,51.306400000000004,-0.1050000000000002,3
0.0,51.306400000000004,-0.09690000000000021,3
0.0,51.306400000000004,-0.08880000000000021,3
1.0,51.306400000000004,-0.08070000000000022,3
0.0,51.306400000000004,-0.07260000000000022,3
0.0,51.306400000000004,-0.06450000000000022,3
0.0,51.306400000000004,-0.05640000000000023,3
0.0,51.306400000000004,-0.04830000000000023,3
0.0,51.306400000000004,-0.040200000000000236,3
0.0,51.306400000000004,-0.03210000000000024,3
0.0,51.306400000000004,-0.024000000000000243,3
0.0,51.306400000000004,-0.015900000000000247,3
26.0,51.306400000000004,-0.007800000000000251,3
16.0,51.306400000000004,0.0002999999999997449,3
24.0,51.306400000000004,0.008399999999999741,3
1.0,51.306400000000004,0.016499999999999737,3
0.0,51.306400000000004,0.024599999999999733,3
0.0,51.306400000000004,0.03269999999999973,3
0.0,51.306400000000004,0.040799999999999725,3
2.0,51.306400000000004,0.04889999999999972,3
0.0,51.306400000000004,0.05699999999999972,3
0.0,51.306400000000004,0.06509999999999971,3
0.0,51.306400000000004,0.07319999999999971,3
0.0,51.306400000000004,0.0812999999999997,3
0.0,51.306400000000004,0.0893999999999997,3
0.0,51.306400000000004,0.0974999999999997,3
0.0,51.306400000000004,0.1055999999999997,3
0.0,51.306400000000004,0.11369999999999969,3
0.0,51.306400000000004,0.12179999999999969,3
0.0,51.306400000000004,0.12989999999999968,3
0.0,51.306400000000004,0.13799999999999968,3
0.0,51.306400000000004,0.14609999999999967,3
0.0,51.306400000000004,0.15419999999999967,3
0.0,51.306400000000004,0.16229999999999967,3
0.0,51.306400000000004,0.17039999999999966,3
0.0,51.306400000000004,0.17849999999999966,3
0.0,51.306400000000004,0.18659999999999966,3
0.0,51.306400000000004,0.19469999999999965,3
0.0,51.306400000000004,0.20279999999999965,3
0.0,51.306400000000004,0.21089999999999964,3
0.0,51.306400000000004,0.21899999999999964,3
0.0,51.306400000000004,0.22709999999999964,3
0.0,51.306400000000004,0.23519999999999963,3
0.0,51.306400000000004,0.24329999999999963,3
0.0,51.306400000000004,0.2513999999999996,3
0.0,51.306400000000004,0.2594999999999996,3
0.0,51.310500000000005,0.2675999999999996,3
0.0,51.310500000000005,0.2756999999999996,3
0.0,51.310500000000005,0.2837999999999996,3
0.0,51.310500000000005,0.2918999999999996,3
0.0,51.310500000000005,0.2999999999999996,3
0.0,51.310500000000005,-0.51,3
0.0,51.310500000000005,-0.5019,3
0.0,51.310500000000005,-0.4938,3
0.0,51.310500000000005,-0.4857,3
0.0,51.310500000000005,-0.4776,3
0.0,51.310500000000005,-0.46950000000000003,3
0.0,51.310500000000005,-0.46140000000000003,3
0.0,51.310500000000005,-0.45330000000000004,3
0.0,51.310500000000005,-0.44520000000000004,3
0.0,51.310500000000005,-0.43710000000000004,3
0.0,51.310500000000005,-0.42900000000000005,3
0.0,51.310500000000005,-0.42090000000000005,3
0.0,51.310500000000005,-0.41280000000000006,3
0.0,51.310500000000005,-0.40470000000000006,3
0.0,51.310500000000005,-0.39660000000000006,3
0.0,51.310500000000005,-0.38850000000000007,3
0.0,51.310500000000005,-0.38040000000000007,3
0.0,51.310500000000005,-0.3723000000000001,3
1.0,51.310500000000005,-0.3642000000000001,3
0.0,51.310500000000005,-0.3561000000000001,3
0.0,51.310500000000005,-0.3480000000000001,3
0.0,51.310500000000005,-0.3399000000000001,3
0.0,51.310500000000005,-0.3318000000000001,3
0.0,51.310500000000005,-0.3237000000000001,3
0.0,51.310500000000005,-0.3156000000000001,3
0.0,51.310500000000005,-0.3075000000000001,3
0.0,51.310500000000005,-0.2994000000000001,3
0.0,51.310500000000005,-0.2913000000000001,3
0.0,51.310500000000005,-0.2832000000000001,3
0.0,51.310500000000005,-0.2751000000000001,3
0.0,51.310500000000005,-0.2670000000000001,3
0.0,51.310500000000005,-0.25890000000000013,3
0.0,51.310500000000005,-0.25080000000000013,3
0.0,51.310500000000005,-0.24270000000000014,3
0.0,51.310500000000005,-0.23460000000000014,3
0.0,51.310500000000005,-0.22650000000000015,3
0.0,51.310500000000005,-0.21840000000000015,3
0.0,51.310500000000005,-0.21030000000000015,3
1.0,51.310500000000005,-0.20220000000000016,3
1.0,51.310500000000005,-0.19410000000000016,3
3.0,51.310500000000005,-0.18600000000000017,3
18.0,51.310500000000005,-0.17790000000000017,3
36.0,51.310500000000005,-0.16980000000000017,3
8.0,51.310500000000005,-0.16170000000000018,3
5.0,51.310500000000005,-0.15360000000000018,3
8.0,51.310500000000005,-0.14550000000000018,3
10.0,51.310500000000005,-0.1374000000000002,3
7.0,51.310500000000005,-0.1293000000000002,3
9.0,51.310500000000005,-0.1212000000000002,3
1.0,51.310500000000005,-0.1131000000000002,3
0.0,51.310500000000005,-0.1050000000000002,3
1.0,51.310500000000005,-0.09690000000000021,3
0.0,51.310500000000005,-0.08880000000000021,3
0.0,51.310500000000005,-0.08070000000000022,3
0.0,51.310500000000005,-0.07260000000000022,3
0.0,51.310500000000005,-0.06450000000000022,3
0.0,51.310500000000005,-0.05640000000000023,3
0.0,51.310500000000005,-0.04830000000000023,3
0.0,51.310500000000005,-0.040200000000000236,3
0.0,51.310500000000005,-0.03210000000000024,3
0.0,51.310500000000005,-0.024000000000000243,3
36.0,51.310500000000005,-0.015900000000000247,3
47.0,51.310500000000005,-0.007800000000000251,3
20.0,51.310500000000005,0.0002999999999997449,3
0.0,51.310500000000005,0.008399999999999741,3
0.0,51.310500000000005,0.016499999999999737,3
3.0,51.310500000000005,0.024599999999999733,3
3.0,51.310500000000005,0.03269999999999973,3
2.0,51.310500000000005,0.040799999999999725,3
0.0,51.310500000000005,0.04889999999999972,3
0.0,51.310500000000005,0.05699999999999972,3
0.0,51.310500000000005,0.06509999999999971,3
0.0,51.310500000000005,0.07319999999999971,3
0.0,51.310500000000005,0.0812999999999997,3
0.0,51.310500000000005,0.0893999999999997,3
0.0,51.310500000000005,0.0974999999999997,3
0.0,51.310500000000005,0.1055999999999997,3
0.0,51.310500000000005,0.11369999999999969,3
0.0,51.310500000000005,0.12179999999999969,3
0.0,51.310500000000005,0.12989999999999968,3
0.0,51.310500000000005,0.13799999999999968,3
0.0,51.310500000000005,0.14609999999999967,3
0.0,51.310500000000005,0.15419999999999967,3
0.0,51.310500000000005,0.16229999999999967,3
0.0,51.310500000000005,0.17039999999999966,3
0.0,51.310500000000005,0.17849999999999966,3
0.0,51.310500000000005,0.18659999999999966,3
0.0,51.310500000000005,0.19469999999999965,3
0.0,51.310500000000005,0.20279999999999965,3
0.0,51.310500000000005,0.21089999999999964,3
0.0,51.310500000000005,0.21899999999999964,3
0.0,51.310500000000005,0.22709999999999964,3
0.0,51.310500000000005,0.23519999999999963,3
0.0,51.310500000000005,0.24329999999999963,3
0.0,51.310500000000005,0.2513999999999996,3
0.0,51.314600000000006,0.2594999999999996,3
0.0,51.314600000000006,0.2675999999999996,3
0.0,51.314600000000006,0.2756999999999996,3
0.0,51.314600000000006,0.2837999999999996,3
0.0,51.314600000000006,0.2918999999999996,3
0.0,51.314600000000006,0.2999999999999996,3
0.0,51.314600000000006,-0.51,3
0.0,51.314600000000006,-0.5019,3
0.0,51.314600000000006,-0.4938,3
0.0,51.314600000000006,-0.4857,3
0.0,51.314600000000006,-0.4776,3
0.0,51.314600000000006,-0.46950000000000003,3
0.0,51.314600000000006,-0.46140000000000003,3
0.0,51.314600000000006,-0.45330000000000004,3
0.0,51.314600000000006,-0.44520000000000004,3
0.0,51.314600000000006,-0.43710000000000004,3
0.0,51.314600000000006,-0.42900000000000005,3
0.0,51.314600000000006,-0.42090000000000005,3
0.0,51.314600000000006,-0.41280000000000006,3
0.0,51.314600000000006,-0.40470000000000006,3
0.0,51.314600000000006,-0.39660000000000006,3
0.0,51.314600000000006,-0.38850000000000007,3
0.0,51.314600000000006,-0.38040000000000007,3
0.0,51.314600000000006,-0.3723000000000001,3
0.0,51.314600000000006,-0.3642000000000001,3
0.0,51.314600000000006,-0.3561000000000001,3
0.0,51.314600000000006,-0.3480000000000001,3
0.0,51.314600000000006,-0.3399000000000001,3
0.0,51.314600000000006,-0.3318000000000001,3
0.0,51.314600000000006,-0.3237000000000001,3
0.0,51.314600000000006,-0.3156000000000001,3
1.0,51.314600000000006,-0.3075000000000001,3
0.0,51.314600000000006,-0.2994000000000001,3
0.0,51.314600000000006,-0.2913000000000001,3
0.0,51.314600000000006,-0.2832000000000001,3
0.0,51.314600000000006,-0.2751000000000001,3
0.0,51.314600000000006,-0.2670000000000001,3
0.0,51.314600000000006,-0.25890000000000013,3
0.0,51.314600000000006,-0.25080000000000013,3
0.0,51.314600000000006,-0.24270000000000014,3
0.0,51.314600000000006,-0.23460000000000014,3
0.0,51.314600000000006,-0.22650000000000015,3
0.0,51.314600000000006,-0.21840000000000015,3
6.0,51.314600000000006,-0.21030000000000015,3
31.0,51.314600000000006,-0.20220000000000016,3
0.0,51.314600000000006,-0.19410000000000016,3
43.0,51.314600000000006,-0.18600000000000017,3
56.0,51.314600000000006,-0.17790000000000017,3
0.0,51.314600000000006,-0.16980000000000017,3
19.0,51.314600000000006,-0.16170000000000018,3
16.0,51.314600000000006,-0.15360000000000018,3
